Source,Target,Type,Id,Label,timeset,Weight
190437687666949,406711056056106,Directed,180,,,1
190437687666949,472354919466030,Directed,181,,,1
190437687666949,213833428681506,Directed,182,,,1
190437687666949,136320503067331,Directed,183,,,1
190437687666949,197196013653578,Directed,184,,,1
190437687666949,197602757044612,Directed,185,,,1
190437687666949,117203591693767,Directed,186,,,1
190437687666949,233776353430432,Directed,187,,,1
190437687666949,329023760510069,Directed,188,,,1
190437687666949,147752288756479,Directed,189,,,1
190437687666949,212736368903337,Directed,190,,,1
190437687666949,257354517742602,Directed,191,,,1
190437687666949,83574526405,Directed,192,,,1
190437687666949,365564556992,Directed,193,,,1
190437687666949,186056074778014,Directed,194,,,1
190437687666949,602591843108431,Directed,195,,,1
190437687666949,559759417377542,Directed,196,,,1
190437687666949,290277741009214,Directed,197,,,1
190437687666949,59831506882,Directed,198,,,1
190437687666949,103729003025453,Directed,199,,,1
190437687666949,18189121708,Directed,200,,,1
190437687666949,58888453831,Directed,201,,,1
190437687666949,131121823568519,Directed,202,,,1
190437687666949,34767149008,Directed,203,,,1
190437687666949,68793499001,Directed,204,,,1
190437687666949,171383626246822,Directed,205,,,1
190437687666949,346203887439,Directed,206,,,1
190437687666949,281860881825868,Directed,207,,,1
190437687666949,215703251800930,Directed,208,,,1
190437687666949,191679177567311,Directed,209,,,1
190437687666949,226895667352719,Directed,210,,,1
190437687666949,636862503012774,Directed,211,,,1
190437687666949,134217865045,Directed,212,,,1
190437687666949,128262010598913,Directed,213,,,1
190437687666949,112100755530902,Directed,214,,,1
190437687666949,234533083268362,Directed,215,,,1
190437687666949,220182024666815,Directed,216,,,1
190437687666949,259071070811691,Directed,217,,,1
190437687666949,121088411241146,Directed,218,,,1
190437687666949,172494996147533,Directed,219,,,1
190437687666949,163823047006,Directed,220,,,1
190437687666949,104954842873299,Directed,221,,,1
190437687666949,54758433924,Directed,222,,,1
190437687666949,56635720906,Directed,223,,,1
190437687666949,45720010957,Directed,224,,,1
190437687666949,287028919805,Directed,225,,,1
190437687666949,50997736442,Directed,226,,,1
190437687666949,103182619729750,Directed,227,,,1
190437687666949,78330683438,Directed,228,,,1
190437687666949,112217058793431,Directed,229,,,1
190437687666949,103783932994059,Directed,230,,,1
190437687666949,340534192687703,Directed,231,,,1
190437687666949,126207277403874,Directed,232,,,1
190437687666949,265482496899984,Directed,233,,,1
190437687666949,116904581706997,Directed,234,,,1
190437687666949,130124267312,Directed,235,,,1
190437687666949,374420602617543,Directed,236,,,1
190437687666949,169106463180103,Directed,237,,,1
190437687666949,376024725809685,Directed,238,,,1
190437687666949,114724438556644,Directed,239,,,1
190437687666949,240655779388526,Directed,240,,,1
190437687666949,141969316908,Directed,241,,,1
190437687666949,305713850071,Directed,242,,,1
190437687666949,190495957655976,Directed,243,,,1
190437687666949,9465008123,Directed,244,,,1
190437687666949,145539142167043,Directed,245,,,1
190437687666949,94714865747,Directed,246,,,1
190437687666949,112136925472589,Directed,247,,,1
190437687666949,176629862359769,Directed,248,,,1
190437687666949,327645207314914,Directed,249,,,1
190437687666949,154646461270111,Directed,250,,,1
190437687666949,71786671104,Directed,251,,,1
190437687666949,162479560456460,Directed,252,,,1
190437687666949,13673457388,Directed,253,,,1
190437687666949,173114959365654,Directed,254,,,1
190437687666949,150372665031994,Directed,255,,,1
190437687666949,107367862686045,Directed,256,,,1
190437687666949,252862098066707,Directed,257,,,1
190437687666949,107420889303052,Directed,258,,,1
190437687666949,438981005612,Directed,259,,,1
190437687666949,146884525345606,Directed,260,,,1
190437687666949,51491238316,Directed,261,,,1
190437687666949,287919728207,Directed,262,,,1
190437687666949,176684735737482,Directed,263,,,1
577811938978337,563311597186742,Directed,264,,,1
577811938978337,155416681561473,Directed,265,,,1
577811938978337,1520320528244516,Directed,266,,,1
577811938978337,183310241866022,Directed,267,,,1
577811938978337,145263685503930,Directed,268,,,1
577811938978337,430469330338505,Directed,269,,,1
577811938978337,336289923051120,Directed,270,,,1
577811938978337,382896715220996,Directed,271,,,1
577811938978337,179387442263186,Directed,272,,,1
577811938978337,143606388988951,Directed,273,,,1
577811938978337,211095382256023,Directed,274,,,1
577811938978337,1428154470755603,Directed,275,,,1
577811938978337,126545974046623,Directed,276,,,1
105090206230520,575767775785978,Directed,277,,,1
105090206230520,179159599133516,Directed,278,,,1
105090206230520,283048951715725,Directed,279,,,1
105090206230520,356717624483230,Directed,280,,,1
105090206230520,1508766892776113,Directed,281,,,1
105090206230520,165878254250,Directed,282,,,1
105090206230520,51491238316,Directed,283,,,1
105090206230520,110639758966172,Directed,284,,,1
105090206230520,112836955449317,Directed,285,,,1
105090206230520,184799898383020,Directed,286,,,1
105090206230520,111075825707322,Directed,287,,,1
105090206230520,110927062314926,Directed,288,,,1
105090206230520,34767149008,Directed,289,,,1
105090206230520,174740812656171,Directed,290,,,1
457934517637126,814755701999317,Directed,291,,,1
457934517637126,549509338432981,Directed,292,,,1
457934517637126,112791451329,Directed,293,,,1
457934517637126,573553349394917,Directed,294,,,1
457934517637126,975625902474015,Directed,295,,,1
457934517637126,101585646583392,Directed,296,,,1
457934517637126,168667939825585,Directed,297,,,1
457934517637126,666970026670169,Directed,298,,,1
457934517637126,189630894447191,Directed,299,,,1
457934517637126,424654781032805,Directed,300,,,1
457934517637126,255646367839313,Directed,301,,,1
457934517637126,366793718674,Directed,302,,,1
457934517637126,220298954777755,Directed,303,,,1
457934517637126,259698320748711,Directed,304,,,1
457934517637126,124283100972683,Directed,305,,,1
457934517637126,195923199514,Directed,306,,,1
457934517637126,1408474549421296,Directed,307,,,1
457934517637126,208966514625,Directed,308,,,1
457934517637126,386825991372921,Directed,309,,,1
457934517637126,559557240735760,Directed,310,,,1
457934517637126,132935556857032,Directed,311,,,1
457934517637126,405896269476707,Directed,312,,,1
457934517637126,291981867486977,Directed,313,,,1
457934517637126,136086673179064,Directed,314,,,1
457934517637126,104720489592134,Directed,315,,,1
457934517637126,352349034893536,Directed,316,,,1
457934517637126,253055251379467,Directed,317,,,1
457934517637126,95703172152,Directed,318,,,1
457934517637126,1391129074436642,Directed,319,,,1
457934517637126,247384368765037,Directed,320,,,1
457934517637126,116750115017682,Directed,321,,,1
457934517637126,134959030033481,Directed,322,,,1
457934517637126,94464477883,Directed,323,,,1
457934517637126,151844091545900,Directed,324,,,1
457934517637126,122664021095983,Directed,325,,,1
457934517637126,150009538357152,Directed,326,,,1
457934517637126,140366126034883,Directed,327,,,1
457934517637126,112836955449317,Directed,328,,,1
457934517637126,136659463030729,Directed,329,,,1
457934517637126,647532281927341,Directed,330,,,1
457934517637126,136418573191820,Directed,331,,,1
457934517637126,157797730980547,Directed,332,,,1
457934517637126,472275292854526,Directed,333,,,1
457934517637126,110639758966172,Directed,334,,,1
457934517637126,449881680467,Directed,335,,,1
457934517637126,682465328448639,Directed,336,,,1
457934517637126,357413301003224,Directed,337,,,1
457934517637126,425425190912249,Directed,338,,,1
457934517637126,309849335755951,Directed,339,,,1
457934517637126,542996135760195,Directed,340,,,1
457934517637126,142456715777578,Directed,341,,,1
457934517637126,247690881960257,Directed,342,,,1
457934517637126,190437687666949,Directed,343,,,1
457934517637126,165878254250,Directed,344,,,1
457934517637126,465497383472861,Directed,345,,,1
457934517637126,226380994085115,Directed,346,,,1
457934517637126,1404150473144190,Directed,347,,,1
457934517637126,141694022580568,Directed,348,,,1
457934517637126,127128043964568,Directed,349,,,1
457934517637126,129905873750569,Directed,350,,,1
457934517637126,100722800080864,Directed,351,,,1
457934517637126,415305528485825,Directed,352,,,1
457934517637126,164814586897879,Directed,353,,,1
457934517637126,226130625557,Directed,354,,,1
457934517637126,283048951715725,Directed,355,,,1
457934517637126,159411297001,Directed,356,,,1
457934517637126,80303969429,Directed,357,,,1
457934517637126,205879976105633,Directed,358,,,1
457934517637126,110767978989316,Directed,359,,,1
457934517637126,195914850440307,Directed,360,,,1
457934517637126,114325988648006,Directed,361,,,1
457934517637126,61213649618,Directed,362,,,1
457934517637126,126545974046623,Directed,363,,,1
457934517637126,205095032857458,Directed,364,,,1
457934517637126,181200461932644,Directed,365,,,1
457934517637126,182418898478863,Directed,366,,,1
457934517637126,34767149008,Directed,367,,,1
457934517637126,51491238316,Directed,368,,,1
1404150473144190,356031797834220,Directed,369,,,1
1404150473144190,784768128211894,Directed,370,,,1
1404150473144190,175326165978876,Directed,371,,,1
1404150473144190,292553770900237,Directed,372,,,1
1404150473144190,267399839949060,Directed,373,,,1
1404150473144190,1699941553551224,Directed,374,,,1
1404150473144190,1415110132035996,Directed,375,,,1
1404150473144190,682465328448639,Directed,376,,,1
1404150473144190,450276288380149,Directed,377,,,1
1404150473144190,1824196731137810,Directed,378,,,1
1404150473144190,602950346471882,Directed,379,,,1
1404150473144190,552017638237204,Directed,380,,,1
1404150473144190,214930165309488,Directed,381,,,1
1404150473144190,182741658427358,Directed,382,,,1
1404150473144190,605577449464486,Directed,383,,,1
1404150473144190,381779978511929,Directed,384,,,1
1404150473144190,152394487819,Directed,385,,,1
1404150473144190,66207662196,Directed,386,,,1
1404150473144190,237166309652686,Directed,387,,,1
1404150473144190,124283100972683,Directed,388,,,1
1404150473144190,535397703183151,Directed,389,,,1
1404150473144190,357413301003224,Directed,390,,,1
1404150473144190,353770410248,Directed,391,,,1
1404150473144190,167360828952,Directed,392,,,1
1404150473144190,283909885055510,Directed,393,,,1
1404150473144190,115584131985139,Directed,394,,,1
1404150473144190,140105776009863,Directed,395,,,1
1404150473144190,202081379813650,Directed,396,,,1
1404150473144190,291379050963608,Directed,397,,,1
1404150473144190,283048951715725,Directed,398,,,1
1404150473144190,102091639968207,Directed,399,,,1
1404150473144190,66197312668,Directed,400,,,1
1404150473144190,497762373576194,Directed,401,,,1
1404150473144190,641285679248839,Directed,402,,,1
1404150473144190,310667095671302,Directed,403,,,1
1404150473144190,321215951325560,Directed,404,,,1
1404150473144190,425425190912249,Directed,405,,,1
1404150473144190,605910149435710,Directed,406,,,1
1404150473144190,130959500307427,Directed,407,,,1
1404150473144190,343746197749,Directed,408,,,1
1404150473144190,189164857768163,Directed,409,,,1
1404150473144190,138315759516785,Directed,410,,,1
1404150473144190,150440638303234,Directed,411,,,1
1404150473144190,179490175400720,Directed,412,,,1
1404150473144190,350657958372680,Directed,413,,,1
1404150473144190,202456989183,Directed,414,,,1
1404150473144190,34767149008,Directed,415,,,1
1404150473144190,104720489592134,Directed,416,,,1
1404150473144190,136659463030729,Directed,417,,,1
1404150473144190,51491238316,Directed,418,,,1
110767978989316,306855619350234,Directed,419,,,1
110767978989316,566132110183551,Directed,420,,,1
110767978989316,1689889854564370,Directed,421,,,1
110767978989316,529818830504143,Directed,422,,,1
110767978989316,1047385658607355,Directed,423,,,1
110767978989316,135299372719,Directed,424,,,1
110767978989316,182418898478863,Directed,425,,,1
110767978989316,556966234321191,Directed,426,,,1
110767978989316,373654779383745,Directed,427,,,1
110767978989316,742650035807920,Directed,428,,,1
110767978989316,128097474033065,Directed,429,,,1
110767978989316,112836955449317,Directed,430,,,1
110767978989316,283048951715725,Directed,431,,,1
110767978989316,321080388019666,Directed,432,,,1
110767978989316,218490828177617,Directed,433,,,1
110767978989316,417047358383778,Directed,434,,,1
110767978989316,259301727520428,Directed,435,,,1
110767978989316,284670921562744,Directed,436,,,1
110767978989316,421389601236349,Directed,437,,,1
110767978989316,341910932559809,Directed,438,,,1
110767978989316,214305998690715,Directed,439,,,1
110767978989316,164443060264615,Directed,440,,,1
110767978989316,181578718520570,Directed,441,,,1
110767978989316,131376193547121,Directed,442,,,1
110767978989316,362740057112733,Directed,443,,,1
110767978989316,146862928781789,Directed,444,,,1
110767978989316,408800512514261,Directed,445,,,1
110767978989316,316362955114558,Directed,446,,,1
110767978989316,424157537617814,Directed,447,,,1
110767978989316,305387652885783,Directed,448,,,1
110767978989316,34767149008,Directed,449,,,1
110767978989316,114775005201526,Directed,450,,,1
357413301003224,1396658643806677,Directed,451,,,1
357413301003224,352876721510110,Directed,452,,,1
357413301003224,320840169369,Directed,453,,,1
357413301003224,164865593563080,Directed,454,,,1
357413301003224,189104951165698,Directed,455,,,1
357413301003224,131070623747229,Directed,456,,,1
357413301003224,278733245485129,Directed,457,,,1
357413301003224,1646118335627796,Directed,458,,,1
357413301003224,316235308549529,Directed,459,,,1
357413301003224,327762240630302,Directed,460,,,1
357413301003224,1517982105142556,Directed,461,,,1
357413301003224,102057493169695,Directed,462,,,1
357413301003224,811228178928261,Directed,463,,,1
357413301003224,167100726672036,Directed,464,,,1
357413301003224,120894134603763,Directed,465,,,1
357413301003224,390145567698864,Directed,466,,,1
357413301003224,175548905800044,Directed,467,,,1
357413301003224,204615372914214,Directed,468,,,1
357413301003224,729022400471508,Directed,469,,,1
357413301003224,179378314624,Directed,470,,,1
357413301003224,150839541932317,Directed,471,,,1
357413301003224,597387613640170,Directed,472,,,1
357413301003224,415856588575610,Directed,473,,,1
357413301003224,435469493192207,Directed,474,,,1
357413301003224,175768649267719,Directed,475,,,1
357413301003224,748998901812391,Directed,476,,,1
357413301003224,1472387919702998,Directed,477,,,1
357413301003224,220639851396888,Directed,478,,,1
357413301003224,146336038728186,Directed,479,,,1
357413301003224,181212801891624,Directed,480,,,1
357413301003224,227354247432891,Directed,481,,,1
357413301003224,181218095247717,Directed,482,,,1
357413301003224,353091517769,Directed,483,,,1
357413301003224,205889866113695,Directed,484,,,1
357413301003224,355358397810738,Directed,485,,,1
357413301003224,253055251379467,Directed,486,,,1
357413301003224,125011117534791,Directed,487,,,1
357413301003224,583536251669546,Directed,488,,,1
357413301003224,510295198997030,Directed,489,,,1
357413301003224,117378311674485,Directed,490,,,1
357413301003224,353246304757009,Directed,491,,,1
357413301003224,185595374883253,Directed,492,,,1
357413301003224,438981005612,Directed,493,,,1
357413301003224,353568871349234,Directed,494,,,1
357413301003224,310799798936176,Directed,495,,,1
357413301003224,450321248339567,Directed,496,,,1
357413301003224,357492347661437,Directed,497,,,1
357413301003224,213771875453870,Directed,498,,,1
357413301003224,189317641100973,Directed,499,,,1
357413301003224,174299225998187,Directed,500,,,1
357413301003224,539230116159372,Directed,501,,,1
357413301003224,156259521096969,Directed,502,,,1
357413301003224,202081379813650,Directed,503,,,1
357413301003224,350640305057712,Directed,504,,,1
357413301003224,240557546019847,Directed,505,,,1
357413301003224,160764376524,Directed,506,,,1
357413301003224,220822968055469,Directed,507,,,1
357413301003224,100531113367555,Directed,508,,,1
357413301003224,814707318556195,Directed,509,,,1
357413301003224,204859379531222,Directed,510,,,1
357413301003224,283909885055510,Directed,511,,,1
357413301003224,120156984821356,Directed,512,,,1
357413301003224,596476713725101,Directed,513,,,1
357413301003224,324215154068,Directed,514,,,1
357413301003224,168981896046,Directed,515,,,1
357413301003224,130086800410108,Directed,516,,,1
357413301003224,130055893743631,Directed,517,,,1
357413301003224,263192040447826,Directed,518,,,1
357413301003224,542897879077456,Directed,519,,,1
357413301003224,183657985001510,Directed,520,,,1
357413301003224,700787369936866,Directed,521,,,1
357413301003224,253704091338564,Directed,522,,,1
357413301003224,352902604759370,Directed,523,,,1
357413301003224,109844722429961,Directed,524,,,1
357413301003224,187094717986711,Directed,525,,,1
357413301003224,155883327810440,Directed,526,,,1
357413301003224,254852601222832,Directed,527,,,1
357413301003224,141969316908,Directed,528,,,1
357413301003224,197196013653578,Directed,529,,,1
357413301003224,158807670824503,Directed,530,,,1
357413301003224,137374459663004,Directed,531,,,1
357413301003224,106750336037967,Directed,532,,,1
357413301003224,34767149008,Directed,533,,,1
357413301003224,96599902887,Directed,534,,,1
357413301003224,116084605132008,Directed,535,,,1
357413301003224,346593078725441,Directed,536,,,1
357413301003224,556988900994486,Directed,537,,,1
357413301003224,653754694670571,Directed,538,,,1
357413301003224,299576363444623,Directed,539,,,1
357413301003224,237166309652686,Directed,540,,,1
357413301003224,310667095671302,Directed,541,,,1
357413301003224,182223308489943,Directed,542,,,1
357413301003224,86294967062,Directed,543,,,1
357413301003224,520321784654611,Directed,544,,,1
357413301003224,261476863879684,Directed,545,,,1
357413301003224,153962114665651,Directed,546,,,1
357413301003224,169274879791121,Directed,547,,,1
357413301003224,357413301003224,Directed,548,,,1
357413301003224,226777360790635,Directed,549,,,1
357413301003224,221215687935965,Directed,550,,,1
357413301003224,520097294745089,Directed,551,,,1
357413301003224,257832700907026,Directed,552,,,1
357413301003224,459085890795560,Directed,553,,,1
357413301003224,110145972364590,Directed,554,,,1
357413301003224,110639758966172,Directed,555,,,1
357413301003224,1404150473144190,Directed,556,,,1
357413301003224,170283879702622,Directed,557,,,1
357413301003224,148447753212,Directed,558,,,1
357413301003224,119424404882437,Directed,559,,,1
357413301003224,183201865098329,Directed,560,,,1
357413301003224,583158295050057,Directed,561,,,1
357413301003224,471501642918782,Directed,562,,,1
357413301003224,263769370330720,Directed,563,,,1
357413301003224,158352054181888,Directed,564,,,1
357413301003224,506610772736871,Directed,565,,,1
357413301003224,121694171305711,Directed,566,,,1
357413301003224,193921690303,Directed,567,,,1
357413301003224,101488896606837,Directed,568,,,1
357413301003224,155295131220451,Directed,569,,,1
357413301003224,311267102303682,Directed,570,,,1
357413301003224,400787856657621,Directed,571,,,1
357413301003224,151870084889378,Directed,572,,,1
357413301003224,317900448285271,Directed,573,,,1
357413301003224,123310031080591,Directed,574,,,1
357413301003224,215099208624164,Directed,575,,,1
357413301003224,164265560271173,Directed,576,,,1
357413301003224,560598200670047,Directed,577,,,1
357413301003224,133687630046270,Directed,578,,,1
357413301003224,199844090142297,Directed,579,,,1
357413301003224,120935878110048,Directed,580,,,1
357413301003224,217477584953353,Directed,581,,,1
357413301003224,233183205680,Directed,582,,,1
357413301003224,136759363010702,Directed,583,,,1
357413301003224,644978985542497,Directed,584,,,1
357413301003224,281563041945348,Directed,585,,,1
357413301003224,123763209192,Directed,586,,,1
357413301003224,158171430943764,Directed,587,,,1
357413301003224,128886201891,Directed,588,,,1
357413301003224,117858984994833,Directed,589,,,1
357413301003224,567791999899619,Directed,590,,,1
357413301003224,337483426298806,Directed,591,,,1
357413301003224,130862987034243,Directed,592,,,1
357413301003224,270453273034944,Directed,593,,,1
357413301003224,1469588979963004,Directed,594,,,1
357413301003224,122272787800032,Directed,595,,,1
357413301003224,112781392082146,Directed,596,,,1
357413301003224,126944017367650,Directed,597,,,1
357413301003224,204590129617991,Directed,598,,,1
357413301003224,291379050963608,Directed,599,,,1
425425190912249,1128380837196806,Directed,600,,,1
425425190912249,287748728055618,Directed,601,,,1
425425190912249,249944798750042,Directed,602,,,1
425425190912249,115902911871054,Directed,603,,,1
425425190912249,715911715222999,Directed,604,,,1
425425190912249,124892410888346,Directed,605,,,1
425425190912249,168597536563870,Directed,606,,,1
425425190912249,161388970605731,Directed,607,,,1
425425190912249,245640871929,Directed,608,,,1
425425190912249,570723122937968,Directed,609,,,1
425425190912249,148063841896689,Directed,610,,,1
425425190912249,122947374531226,Directed,611,,,1
425425190912249,103496309717202,Directed,612,,,1
425425190912249,445928428752774,Directed,613,,,1
425425190912249,164653797214205,Directed,614,,,1
425425190912249,47427598263,Directed,615,,,1
425425190912249,195665063800329,Directed,616,,,1
425425190912249,520945454624393,Directed,617,,,1
425425190912249,148379995588775,Directed,618,,,1
425425190912249,832395670123924,Directed,619,,,1
425425190912249,163894420746277,Directed,620,,,1
425425190912249,1389270581379882,Directed,621,,,1
425425190912249,195846430443118,Directed,622,,,1
425425190912249,1688342758084232,Directed,623,,,1
425425190912249,272811086168286,Directed,624,,,1
425425190912249,399389906802304,Directed,625,,,1
425425190912249,292376904244735,Directed,626,,,1
425425190912249,172126219496883,Directed,627,,,1
425425190912249,1750576228488687,Directed,628,,,1
425425190912249,105434479516120,Directed,629,,,1
425425190912249,1638452803104711,Directed,630,,,1
425425190912249,1390390764539747,Directed,631,,,1
425425190912249,1836924109898981,Directed,632,,,1
425425190912249,123733701523754,Directed,633,,,1
