Id,Label,timeset,username,category,post_activity,fan_count,talking_about_count,users_can_post,link,,,,
3.4518E+14,TecXotic,,tecxotic,Education,0,937,0,yes,https://www.facebook.com/tecxotic/,,,,
1.21253E+14,Psicocinema,,,News&MediaWebsite,0,938,1,yes,https://www.facebook.com/Psicocinema-121253307951046/,,,,
1.63507E+14,NBINutriciónyBienestarIntegral,,,Nutritionist,0,938,0,yes,https://www.facebook.com/NBI-Nutrición-y-Bienestar-Integral-163506917083374/,,,,
4.18294E+14,AccionesporMéxico-CCM,,camccm,NonprofitOrganization,0,939,0,yes,https://www.facebook.com/camccm/,,,,
1.70151E+15,PosadaTecCSF,,posadateccsf,Community,0,941,0,yes,https://www.facebook.com/posadateccsf/,,,,
1.8306E+14,BibliotecaEMCS,,BibliotecaEMCS,Library,0.06,949,7,yes,https://www.facebook.com/BibliotecaEMCS/,,,,
1.5187E+14,CentroCulturalAlfa,,,LocalBusiness,0,961,0,no,https://www.facebook.com/pages/Centro-Cultural-Alfa/151870084889378,,,,
4.29038E+14,BorregosMoreliaFootballAmericano,,,SchoolSportsTeam,0,970,1,yes,https://www.facebook.com/Borregos-Morelia-Football-Americano-429037580558828/,,,,
2.28207E+14,CompañíadeDanzaFolklóricaMexicanaTecCCM,,folkloreccm,DanceStudio,0,971,4,yes,https://www.facebook.com/folkloreccm/,,,,
5.598E+14,Sociedaddealumnosdedanzaymúsica,,SadymTecCva,Education,0,993,2,yes,https://www.facebook.com/SadymTecCva/,,,,
3.34124E+11,"VinculaciónAcadémica,TecdeMonterrey,Querétaro",,CAD.QRO,CommunityCollege,0,1000,3,yes,https://www.facebook.com/CAD.QRO/,,,,
5.34324E+14,Signo360º,,signo360,Magazine,0,1003,1,yes,https://www.facebook.com/signo360/,,,,
1.09623E+14,ColegioThomasAlvaEdison,,colegiotae,HighSchool,0.01,1004,35,no,https://www.facebook.com/colegiotae/,,,,
3.95452E+14,TecdeMonterreyCampusCiudadJuárez-Profesional,,TecMtyCDJ,CampusBuilding,0,1005,16,yes,https://www.facebook.com/TecMtyCDJ/,,,,
2.8709E+14,Poetazos,,Poetazos,BookSeries,0.01,1009,20,yes,https://www.facebook.com/Poetazos/,,,,
1.51536E+15,Naranya,,NaranyaGroup,ProfessionalService,0,1018,1,no,https://www.facebook.com/NaranyaGroup/,,,,
3.41911E+14,StartupWeekendLaguna,,StartupWeekendLaguna,NonprofitOrganization,0,1019,0,yes,https://www.facebook.com/StartupWeekendLaguna/,,,,
1.68834E+15,Orbify,,orbify,TravelCompany,0.02,1026,958,yes,https://www.facebook.com/orbify/,,,,
2.87722E+14,Temoa:PortaldeRecursosEducativosAbiertos,,temoainfo,Education,0,1026,0,yes,https://www.facebook.com/temoainfo/,,,,
6.20394E+14,VyriItesmCem,,vyri.itesmcem,Education,0,1027,0,yes,https://www.facebook.com/vyri.itesmcem/,,,,
1.05577E+14,ITESMCampusToluca,,,LocalBusiness,0,1029,0,no,https://www.facebook.com/pages/ITESM-Campus-Toluca/105576596192425,,,,
4.52175E+14,IngenieríaBiomédicaTecMéxico,,IngenieriaBiomedicaTecMexico,College&University,0,1040,1,yes,https://www.facebook.com/IngenieriaBiomedicaTecMexico/,,,,
2.84676E+14,OregonFIRST:FIRSTRoboticsCompetition(FRC),,OregonFRC,Community,0.01,1044,2,yes,https://www.facebook.com/OregonFRC/,,,,
4.35821E+14,PoliedroDesignStudio,,PoliedroDesign,ConsultingAgency,0,1049,1,yes,https://www.facebook.com/PoliedroDesign/,,,,
1.00688E+14,TecdeMonterrey,,,College&University,0,1054,0,no,https://www.facebook.com/pages/Tec-de-Monterrey/100687516669879,,,,
1.28097E+14,ZonaEicampusLaguna,,ZonaEiCampusLaguna,College&University,0.01,1058,10,yes,https://www.facebook.com/ZonaEiCampusLaguna/,,,,
2.96068E+14,ClústerdeTurismodeNuevoLeón,,ClusterTurismoNL,NonprofitOrganization,0.02,1059,11,yes,https://www.facebook.com/ClusterTurismoNL/,,,,
2.84264E+14,PatrimonioCulturaldelTecnológicodeMonterrey,,PatrimonioTec,College&University,0.03,1066,3,no,https://www.facebook.com/PatrimonioTec/,,,,
2.88168E+14,"ProyectoMETAS-Motivate,ExperimentayTransmiteSalud,A.C.",,metasac,Medical&Health,0,1070,1,yes,https://www.facebook.com/metasac/,,,,
1.92133E+14,DationNews,,DationNews,Website,0,1078,0,yes,https://www.facebook.com/DationNews/,,,,
2.1754E+14,FODARTE,,Fodarte,Organization,0,1084,1,yes,https://www.facebook.com/Fodarte/,,,,
1.19675E+15,ZonaEI,,zonaEigdl,Community,0.03,1086,5,yes,https://www.facebook.com/zonaEigdl/,,,,
1.21675E+11,AEROSyRevistaGEA,,aerosygea,EducationWebsite,0,1090,0,yes,https://www.facebook.com/aerosygea/,,,,
4.66812E+14,BorregosSalvajesTecCuernavaca,,BorregosSalvajesDelItesmCampusCuernavaca,SchoolSportsTeam,0.01,1090,2,yes,https://www.facebook.com/BorregosSalvajesDelItesmCampusCuernavaca/,,,,
1.43347E+14,AnagabrielaEspinoza,,,PublicFigure,0,1096,0,no,https://www.facebook.com/pages/Anagabriela-Espinoza/143347469010475,,,,
3.79084E+14,IMTItesmMrl,,ImtItesmMrl,College&University,0.01,1098,2,yes,https://www.facebook.com/ImtItesmMrl/,,,,
3.02053E+14,Helio,,Thinkhelio,Dance&NightClub,0,1099,0,yes,https://www.facebook.com/Thinkhelio/,,,,
1.59666E+14,YankzMéxico-Tatuajesderitmo,,YankzMexico,Outdoor&SportingGoodsCompany,0,1107,0,yes,https://www.facebook.com/YankzMexico/,,,,
4.72312E+14,MASCINCUENTAYDOS,,,Company,0,1111,0,yes,https://www.facebook.com/MASCINCUENTAYDOS-472311859487039/,,,,
2.20823E+14,IIDEAAC.,,iideaac,Company,0,1111,65,yes,https://www.facebook.com/iideaac/,,,,
2.97057E+14,CarlosAgredano,,carlosagredanotec,Teacher,0,1111,2,yes,https://www.facebook.com/carlosagredanotec/,,,,
5.59759E+14,EICAM,,escritoresindependientes,NonprofitOrganization,0.02,1119,4,yes,https://www.facebook.com/escritoresindependientes/,,,,
2.49002E+14,ColegioSuizodeMéxico,,,ElementarySchool,0,1120,2,yes,https://www.facebook.com/Colegio-Suizo-de-México-249002318452678/,,,,
1.10646E+14,ColegioFrancoIngles,,,PrivateSchool,0,1122,0,no,https://www.facebook.com/pages/Colegio-Franco-Ingles/110646475622175,,,,
1.40366E+14,EXATECTOLUCA,,exatectolucaorg,Community,0.04,1133,22,yes,https://www.facebook.com/exatectolucaorg/,,,,
9.62871E+14,OctavioDíazBarriga,,octaviodiazb,Teacher,0.01,1141,3,yes,https://www.facebook.com/octaviodiazb/,,,,
1.81579E+14,CreaciónyDesarrolloCampusLaguna,,LCDECampusLaguna,ProfessionalService,0,1144,0,yes,https://www.facebook.com/LCDECampusLaguna/,,,,
1.63845E+15,HackingHealthMonterrey,,hhmoncity,Community,0.06,1150,32,yes,https://www.facebook.com/hhmoncity/,,,,
4.19145E+14,PrevenciónCcm,,prevencion.ccm,LocalService,0.04,1152,1,yes,https://www.facebook.com/prevencion.ccm/,,,,
1.65403E+15,CornellEmergingMarketsInstitute,,CornellEMI,School,0.02,1152,4,yes,https://www.facebook.com/CornellEMI/,,,,
1.383E+14,AltaVentures,,AltaVentures,BusinessService,0,1155,3,no,https://www.facebook.com/AltaVentures/,,,,
4.46696E+14,GruposEstudiantilesCampusMorelia,,GruposEstudiantilesMorelia,College&University,0.02,1156,13,yes,https://www.facebook.com/GruposEstudiantilesMorelia/,,,,
1.53277E+14,"Aecoah,AsociacióndeEstudiantesCoahuilensesenMonterrey",,AECOAH.mty,Organization,0.01,1156,12,yes,https://www.facebook.com/AECOAH.mty/,,,,
7.34612E+14,ElitexBordadosSerigrafía,,Elitex,Advertising/Marketing,0.01,1157,22,yes,https://www.facebook.com/Elitex/,,,,
1.45976E+15,NaturelBiotech,,naturelbiotech,Shopping&Retail,0,1175,0,yes,https://www.facebook.com/naturelbiotech/,,,,
6.66487E+14,LiderazgoEstudiantil-CampusLeón,,LiderazgoLeon,Education,0.01,1187,9,yes,https://www.facebook.com/LiderazgoLeon/,,,,
5.4412E+14,DanDBCProductions,,DanDBCProductions,ProfessionalService,0,1199,0,yes,https://www.facebook.com/DanDBCProductions/,,,,
3.33144E+14,ColegioGrimm,,ColegioGrimm,PrivateSchool,0.02,1205,12,no,https://www.facebook.com/ColegioGrimm/,,,,
1.95915E+14,EXATECSonorenseA.C.,,ExaTecSonorense,NonprofitOrganization,0.01,1216,81,yes,https://www.facebook.com/ExaTecSonorense/,,,,
2.20237E+14,CompañíadeDanzasPolinesiasTecCCM,,,Dancer,0.01,1221,3,yes,https://www.facebook.com/Compañía-de-Danzas-Polinesias-Tec-CCM-220237448034527/,,,,
1.79496E+14,TecdeMonterreyCampusToluca,,,College&University,0,1222,0,no,https://www.facebook.com/pages/Tec-de-Monterrey-Campus-Toluca/179496162109462,,,,
1.81218E+14,QualityPost,,,Cargo&FreightCompany,0,1224,16,no,https://www.facebook.com/QualityPost-181218095247717/,,,,
4.63057E+14,ProyectoInhance,,ProyectoInhance,School,0,1236,1,yes,https://www.facebook.com/ProyectoInhance/,,,,
1.01681E+14,TecdeMonterreyCampusCiudaddeMexico,,,College&University,0,1237,0,no,https://www.facebook.com/pages/Tec-de-Monterrey-Campus-Ciudad-de-Mexico/101681289884296,,,,
3.99495E+11,TecnológicodeMonterreySedeTijuana,,TecdeMonterreySedeTijuana,College&University,0,1241,9,no,https://www.facebook.com/TecdeMonterreySedeTijuana/,,,,
1.25041E+14,CentrodeIdiomas,,IdiomasITESMPuebla,College&University,0,1250,1,no,https://www.facebook.com/IdiomasITESMPuebla/,,,,
2.22519E+14,RockN'Dogs,,,GroceryStore,0,1259,3,yes,https://www.facebook.com/Rock-N-Dogs-222519024580930/,,,,
1.2766E+14,Vis10n,,Vis10nMexico,Organization,0.01,1262,39,yes,https://www.facebook.com/Vis10nMexico/,,,,
5.51219E+14,ExatecMichoacán,,ExaTecMichoacan,Education,0.01,1267,3,yes,https://www.facebook.com/ExaTecMichoacan/,,,,
2.12042E+14,TEC4pets,,TEC4pets,Cause,0,1270,2,yes,https://www.facebook.com/TEC4pets/,,,,
6.27892E+14,VoxOrbis,,congresovoxorbis,PublicFigure,0,1276,143,yes,https://www.facebook.com/congresovoxorbis/,,,,
1.64266E+14,CANADEVI,,,Product/Service,0,1279,1,yes,https://www.facebook.com/CANADEVI-164265560271173/,,,,
4.39542E+14,MovimientoTEC,,movimientoTECmty,Community,0,1285,2,yes,https://www.facebook.com/movimientoTECmty/,,,,
3.529E+14,ItineraMuseodeDerechosHumanos,,museoitinera,Organization,0,1286,2,yes,https://www.facebook.com/museoitinera/,,,,
2.59698E+14,CentrodeFamiliasEmprendedoras,,FamiliasEmprendedoras,School,0.02,1289,3,yes,https://www.facebook.com/FamiliasEmprendedoras/,,,,
3.74005E+14,ProgramasInternacionalesdelTecdeMonterreyenMorelia,,PIMORELIA,College&University,0.01,1293,3,yes,https://www.facebook.com/PIMORELIA/,,,,
1.06359E+14,ITESMCampusChihuahua,,,School,0,1295,0,no,https://www.facebook.com/pages/ITESM-Campus-Chihuahua/106358806068227,,,,
2.35123E+14,ProgramasInternacionales-PrepaTecGDL,,piprepagdl,College&University,0,1296,19,yes,https://www.facebook.com/piprepagdl/,,,,
1.3391E+14,BandanaDesign,,Bandana.design,EntertainmentWebsite,0,1298,1,yes,https://www.facebook.com/Bandana.design/,,,,
2.41379E+14,Thinkers,,mty.thinkers,School,0,1298,2,yes,https://www.facebook.com/mty.thinkers/,,,,
2.66237E+14,TecnológicodeMonterreySedeCampeche,,ItesmSedeCampeche,College&University,0.01,1306,6,no,https://www.facebook.com/ItesmSedeCampeche/,,,,
1.5722E+14,ÚltimoJalón,,UltimoJalonVip,YouthOrganization,0,1307,1,no,https://www.facebook.com/UltimoJalonVip/,,,,
8.48488E+14,PrepaTecCampusCiudadJuárez,,PrepaTecCDJ,MiddleSchool,0.01,1325,29,no,https://www.facebook.com/PrepaTecCDJ/,,,,
1.54098E+14,B4EBusinessfortheEnvironment,,,Media/NewsCompany,0.02,1337,3,yes,https://www.facebook.com/B4E-Business-for-the-Environment-154097864618233/,,,,
1.98825E+14,OpciónMúltiple,,opcion.multiple,TVShow,0,1346,0,yes,https://www.facebook.com/opcion.multiple/,,,,
1.0761E+14,"TecnológicodeMonterrey,CampusPuebla",,,School,0,1348,0,no,https://www.facebook.com/pages/Tecnol%C3%B3gico-de-Monterrey-Campus-Puebla/107610032601862,,,,
2.39453E+14,FantásticaMT,,FantasticaMT,Media/NewsCompany,0,1349,0,yes,https://www.facebook.com/FantasticaMT/,,,,
4.02322E+14,"Ofiview,sistemaERPenlaNube",,ofiview,Software,0.03,1357,8,no,https://www.facebook.com/ofiview/,,,,
1.18754E+14,ComunicaciónyMediosDigitalesCSF,,ComunicacionyMediosDigitalesCSF,Education,0.02,1359,53,yes,https://www.facebook.com/ComunicacionyMediosDigitalesCSF/,,,,
5.97388E+14,Attendo,,attendomx,FinanceCompany,0.01,1368,8,yes,https://www.facebook.com/attendomx/,,,,
2.81979E+14,EscueladeMedicina-TecdeMonterreyCCM,,MedicinaITESMCCM,MedicalSchool,0.01,1371,6,yes,https://www.facebook.com/MedicinaITESMCCM/,,,,
54718841824,SilvioAlbertoGarciaMartinez,,SilvioAlbertoOficial,Musician/Band,0.01,1377,34,yes,https://www.facebook.com/SilvioAlbertoOficial/,,,,
2.96577E+14,SumaValley,,SumaValley,NonprofitOrganization,0,1381,4,yes,https://www.facebook.com/SumaValley/,,,,
1.95564E+14,CITTDuocUC,,cittduoc.uc,Education,0.01,1387,2,yes,https://www.facebook.com/cittduoc.uc/,,,,
1.38036E+14,AsEBio,,asebiofcb,College&University,0.02,1391,18,yes,https://www.facebook.com/asebiofcb/,,,,
7.89035E+14,HackathonMorelos,,HackathonMorelos,Organization,0.01,1392,2,yes,https://www.facebook.com/HackathonMorelos/,,,,
2.45567E+14,"Rosario,eldocumental",,RosarioElDocumental,Movie,0,1396,1,yes,https://www.facebook.com/RosarioElDocumental/,,,,
2.63392E+14,eBooksTec,,ebookstec,Bookstore,0.01,1406,2,no,https://www.facebook.com/ebookstec/,,,,
3.5064E+14,CentrodeIntegraciónCiudadana-Saltillo,,CICsaltillo,Non-GovernmentalOrganization(NGO),0,1416,1,yes,https://www.facebook.com/CICsaltillo/,,,,
3.09134E+14,EscueladeMedicinayCienciasdelaSaludenGuadalajaraTecSalud,,MedicinaTecCampusGdl,College&University,0,1420,2,yes,https://www.facebook.com/MedicinaTecCampusGdl/,,,,
1.28886E+11,"ApostoladodelaCruz,SecciónMatrimonios",,ApostoladoDeLaCruz.Matrimonios,ReligiousOrganization,0.04,1424,57,yes,https://www.facebook.com/ApostoladoDeLaCruz.Matrimonios/,,,,
5.28583E+14,"Covies,TecCampusGuadalajara",,CoviesTecGdl,Organization,0.01,1425,1,yes,https://www.facebook.com/CoviesTecGdl/,,,,
1.75769E+14,AlianzaHeartlandMéxicoAC,,alianza.heartlandmexico,NonprofitOrganization,0.02,1435,32,yes,https://www.facebook.com/alianza.heartlandmexico/,,,,
2.59302E+14,SuperCompucampoItesm,,supercompucampo.itesm,SocialService,0.01,1438,3,yes,https://www.facebook.com/supercompucampo.itesm/,,,,
3.64527E+14,Posdata,,posdataeditores,Media/NewsCompany,0.01,1440,4,yes,https://www.facebook.com/posdataeditores/,,,,
2.22826E+14,LMCTecdeMonterreyChihuahua,,lmc.chihuahua,Landmark&HistoricalPlace,0,1447,2,no,https://www.facebook.com/lmc.chihuahua/,,,,
1.0675E+14,SALPLCAMPUSMTY,,salpl.mty,CommunityOrganization,0.01,1451,36,yes,https://www.facebook.com/salpl.mty/,,,,
6.21073E+14,Diverciencia,,Diverciencia,Education,0.01,1462,4,yes,https://www.facebook.com/Diverciencia/,,,,
2.01926E+14,G20YES(YoungEntrepreneursSummit),,G20youngentrepreneursummit,NonprofitOrganization,0,1468,3,yes,https://www.facebook.com/G20youngentrepreneursummit/,,,,
3.3059E+11,FundaciónParaLifeMexicoAC,,,Community,0,1470,1,yes,https://www.facebook.com/Fundación-ParaLife-Mexico-AC-330589581620/,,,,
6.83124E+14,AppetizerMX,,AppetizerMX,CupcakeShop,0,1475,1,yes,https://www.facebook.com/AppetizerMX/,,,,
2.4897E+14,Somosmáslosbuenos,,,Cause,0,1479,0,yes,https://www.facebook.com/Somos-más-los-buenos-248970041803376/,,,,
4.82119E+14,"AsociaciónRegiomontanadeEsclerosisMúltipleyLateralAmiotrófica,ABP",,asociacionregiomontanadeesclerosismultiple,NonprofitOrganization,0.01,1480,13,yes,https://www.facebook.com/asociacionregiomontanadeesclerosismultiple/,,,,
3.50358E+14,Diverza,,diverza,ProfessionalService,0,1481,49,no,https://www.facebook.com/diverza/,,,,
3.03282E+14,Mipasiónporlaeducación-Dr.RafaelRangelSostmann,,MiPasionPorLaEducacionDrRafaelRangelSostmann,Book,0,1488,5,no,https://www.facebook.com/MiPasionPorLaEducacionDrRafaelRangelSostmann/,,,,
4.14695E+14,NuevoLeónenlaHoraNacional,,NLenlaHoraNacional,Media/NewsCompany,0.01,1504,109,no,https://www.facebook.com/NLenlaHoraNacional/,,,,
4.13076E+14,IngenieríaenProducciónMusicalDigital(IMI)-TecdeMonterreyCCM,,IMITec,School,0.02,1505,4,yes,https://www.facebook.com/IMITec/,,,,
2.00905E+14,LatidosCampusMonterrey,,latidosmty,NonprofitOrganization,0,1505,0,yes,https://www.facebook.com/latidosmty/,,,,
1.82223E+14,FIMPES,,,NonprofitOrganization,0.01,1506,11,no,https://www.facebook.com/FIMPES-182222501810087/,,,,
5.67207E+14,GruposEstudiantilesTecGuadalajara,,manzanitoge,Community,0.01,1509,27,yes,https://www.facebook.com/manzanitoge/,,,,
1.10914E+15,ReddeEditoriales,,,Organization,0,1514,1,yes,https://www.facebook.com/Red-de-Editoriales-1109136145769812/,,,,
2.00586E+14,StandsActualDiseño,,RentaStandsActualDiseno,AdvertisingAgency,0,1519,0,yes,https://www.facebook.com/RentaStandsActualDiseno/,,,,
4.10462E+14,BSBInternational,,,School,0.01,1523,2,yes,https://www.facebook.com/BSB-International-410462222347038/,,,,
4.82198E+14,GruposEstudiantilesCSF,,GruposCSF,Region,0.03,1525,19,no,https://www.facebook.com/GruposCSF/,,,,
1.75549E+14,ConalepSantaCatarinaDonHumbertoLoboVillarreal,,ConalepStaCatarina,Website,0,1531,6,yes,https://www.facebook.com/ConalepStaCatarina/,,,,
1.14391E+14,EMV2010,,EMV2010,Non-GovernmentalOrganization(NGO),0,1536,0,yes,https://www.facebook.com/EMV2010/,,,,
5.66132E+14,FestivalCulturalCIESLAG,,FestivalCulturalCIESLAG,Community,0,1544,2,yes,https://www.facebook.com/FestivalCulturalCIESLAG/,,,,
2.26896E+14,EraclioZepeda,,,Author,0,1548,1,yes,https://www.facebook.com/Eraclio-Zepeda-226895667352719/,,,,
2.58454E+14,TelevisaMTY,,,Movie/TelevisionStudio,0,1554,0,no,https://www.facebook.com/pages/Televisa-MTY/258453614181634,,,,
2.13279E+14,BorregasLeónBasketball,,Borregasitesmleon,AmateurSportsTeam,0.01,1563,2,yes,https://www.facebook.com/Borregasitesmleon/,,,,
3.12425E+14,"DesafíoLiterario2013""""NivelBásico""""",,DesafioLiterario2013,Book,0,1570,0,yes,https://www.facebook.com/DesafioLiterario2013/,,,,
4.35469E+14,"UniónNeoleonesaDePadresDeFamilia,AC",,UNPFNL,Organization,0.02,1571,16,no,https://www.facebook.com/UNPFNL/,,,,
3.59421E+14,CampusShortFilmFest,,campusshortfilmfest,MovieTheater,0,1573,1,yes,https://www.facebook.com/campusshortfilmfest/,,,,
1.0812E+14,ITESMCampusCiudaddeMéxico,,,School,0,1576,0,no,https://www.facebook.com/pages/ITESM-Campus-Ciudad-de-M%C3%A9xico/108120125888151,,,,
2.0966E+14,OneTakeRecords,,onetakerecords,MusicProductionStudio,0,1579,1,yes,https://www.facebook.com/onetakerecords/,,,,
1.43959E+14,LAVOZDETUSALUD,,radiotecsalud,RadioStation,0.01,1589,2,yes,https://www.facebook.com/radiotecsalud/,,,,
8.14707E+14,AFavordeloMejor-NuevoLeón,,afavordelomejornl,Organization,0.04,1593,5,yes,https://www.facebook.com/afavordelomejornl/,,,,
5.21218E+14,ArteyCulturadelTecdeMonterreyenMorelia,,,Education,0.03,1598,31,yes,https://www.facebook.com/Arte-y-Cultura-del-Tec-de-Monterrey-en-Morelia-521217564646160/,,,,
1.0893E+14,ColegioMerici,,ColegioMerici,Education,0.02,1600,11,yes,https://www.facebook.com/ColegioMerici/,,,,
1.60968E+14,BorregosGDL,,BorregosGDL,SchoolSportsTeam,0.02,1604,23,yes,https://www.facebook.com/BorregosGDL/,,,,
2.28299E+14,SAIQTecdeMonterrey,,saiqtecdemty,"Science,Technology&Engineering",0.01,1621,20,yes,https://www.facebook.com/saiqtecdemty/,,,,
1.07051E+14,JAVIERPRIETOSELIDER,,javierprietoselider,PublicFigure,0,1621,0,yes,https://www.facebook.com/javierprietoselider/,,,,
1.20157E+14,ClubRotaractDelValleMonterrey,,RotaractDelValleMonterrey,Cause,0.02,1626,36,yes,https://www.facebook.com/RotaractDelValleMonterrey/,,,,
6.38802E+14,Consejosparapapás,,consejosparapapas,Community,0.01,1626,7,yes,https://www.facebook.com/consejosparapapas/,,,,
1.44432E+15,Dr.MarioAdriánFlores,,DrMarioAdrianFlores,PublicFigure,0.02,1630,87,yes,https://www.facebook.com/DrMarioAdrianFlores/,,,,
6.63225E+14,FototecCCM,,fototecccm,Photographer,0,1640,2,yes,https://www.facebook.com/fototecccm/,,,,
6.81915E+14,CreateYourOwn,,CYOmx,Company,0,1650,2,yes,https://www.facebook.com/CYOmx/,,,,
1.04955E+14,ElenaGarro,,,Author,0,1656,6,yes,https://www.facebook.com/Elena-Garro-104954842873299/,,,,
3.3629E+14,CONDDEEstadodeMéxico,,,SportsLeague,0,1657,2,yes,https://www.facebook.com/CONDDE-Estado-de-México-336289923051120/,,,,
7.4265E+14,BorregosLaguna,,LagunaBorregos,School,0.02,1667,17,yes,https://www.facebook.com/LagunaBorregos/,,,,
2.66201E+11,FaSPyN(facultaddesaludpublicaynutricion)UANL:D,,,Community,0,1670,0,yes,https://www.facebook.com/FaSPyN-facultad-de-salud-publica-y-nutricion-UANL-D-266201453246/,,,,
1.94393E+14,Egate,,egatemx,BusinessService,0.12,1674,4,yes,https://www.facebook.com/egatemx/,,,,
5.87714E+14,"RetodeDiseño:Porti,ViveSaludable-TecnológicodeMonterrey",,16voConcursoPorTiViveSaludable,Education,0,1674,0,yes,https://www.facebook.com/16voConcursoPorTiViveSaludable/,,,,
4.96119E+14,ColegioIsraelitadeMéxicoORT,,cimortmx,PrivateSchool,0,1690,8,yes,https://www.facebook.com/cimortmx/,,,,
4.15306E+14,ExatecHouston,,ExatecHouston,NonprofitOrganization,0.01,1705,2,no,https://www.facebook.com/ExatecHouston/,,,,
3.14409E+11,www.cleaniron.com,,cleaniron.franquicias,CleaningService,0.02,1713,16,yes,https://www.facebook.com/cleaniron.franquicias/,,,,
4.58585E+14,FarolIncubadora,,farolincubadora,BusinessConsultant,0.05,1717,7,yes,https://www.facebook.com/farolincubadora/,,,,
2.04449E+14,FreddyGaitán,,echalegalle,PublicFigure,0,1737,7,yes,https://www.facebook.com/echalegalle/,,,,
1.3699E+14,BeatrizRivas,,brivaso2,Writer,0.02,1739,2,yes,https://www.facebook.com/brivaso2/,,,,
1.50877E+15,GruposEstudiantilesITESMZacatecas,,,Community,0,1762,4,yes,https://www.facebook.com/Grupos-Estudiantiles-ITESM-Zacatecas-1508766892776113/,,,,
2.26777E+14,SaintMary'sInstitute,,saintmarysinstitute,ElementarySchool,0,1762,1,yes,https://www.facebook.com/saintmarysinstitute/,,,,
4.02692E+14,TecmunLeón,,tecmunleo,Organization,0,1768,2,yes,https://www.facebook.com/tecmunleo/,,,,
6.47532E+14,EducaciónparaelDesarrollo,,educa.para.el.desarrollo,School,0.01,1771,2,yes,https://www.facebook.com/educa.para.el.desarrollo/,,,,
2.40195E+11,cinéticaTecdeMonterrey,,cineticaTecdeMonterrey,MovieTheater,0.01,1777,28,yes,https://www.facebook.com/cineticaTecdeMonterrey/,,,,
9.59614E+14,Groundwork,,wearegroundwork,BusinessService,0.02,1777,33,yes,https://www.facebook.com/wearegroundwork/,,,,
1.61574E+15,DifusiónCultural-CampusLeón,,DifusionCulturalLeon,College&University,0.02,1778,23,yes,https://www.facebook.com/DifusionCulturalLeon/,,,,
1.1037E+11,AgenciaInformativaUDEM,,AgenciaInformativa,Media/NewsCompany,0.02,1793,3,yes,https://www.facebook.com/AgenciaInformativa/,,,,
1.96932E+14,PasiónporlaLecturaenPuebla,,PasionPorLaLecturaPuebla,Library,0,1801,1,yes,https://www.facebook.com/PasionPorLaLecturaPuebla/,,,,
1.2749E+14,PrepaTecEsmeralda,,prepaesmeralda,JuniorHighSchool,0.02,1818,38,yes,https://www.facebook.com/prepaesmeralda/,,,,
5.83158E+14,DeaceroInnovacion,,,EngineeringService,0,1825,0,no,https://www.facebook.com/Deacero-Innovacion-583158295050057/,,,,
1.25696E+11,ProgramasInternacionales-TecnológicodeMonterreyCampusSanLuisPotosí,,ProgramasInternacionales,College&University,0.01,1825,6,yes,https://www.facebook.com/ProgramasInternacionales/,,,,
4.55823E+14,BiblioItesmCiudaddeMexico,,BibliotecaITESMCCM,Library,0.01,1829,23,yes,https://www.facebook.com/BibliotecaITESMCCM/,,,,
2.92554E+14,DistritoValledelCampestre,,distritovc,Community,0.02,1833,36,no,https://www.facebook.com/distritovc/,,,,
4.49469E+14,LíderesSocialmenteResponsables,,LSRNUEVOLEON,YouthOrganization,0,1845,3,yes,https://www.facebook.com/LSRNUEVOLEON/,,,,
3.69013E+14,EscueladeNegociosMorelia,,LaeItesmMrl,College&University,0,1865,0,yes,https://www.facebook.com/LaeItesmMrl/,,,,
1.60883E+14,DAECampusCiudadJuárez,,daecdj,College&University,0.02,1865,26,no,https://www.facebook.com/daecdj/,,,,
1.41748E+14,EscuderíaBajaSAEBorregosCCM,,,SchoolSportsTeam,0,1865,0,yes,https://www.facebook.com/Escudería-Baja-SAE-Borregos-CCM-141747779200638/,,,,
1.57798E+14,AsociaciónEXATECQuerétaro,,AsExatecQro,Organization,0.02,1869,10,no,https://www.facebook.com/AsExatecQro/,,,,
4.30469E+14,AGECEM,,AGE.CEM.familia,College&University,0.02,1884,5,no,https://www.facebook.com/AGE.CEM.familia/,,,,
1.10798E+14,WorldEnvironmentCenter,,WorldEnvironmentCenter,EnvironmentalConservationOrganization,0,1887,806,yes,https://www.facebook.com/WorldEnvironmentCenter/,,,,
1.16761E+14,TalBen-Shahar,,,Author,0,1891,0,no,https://www.facebook.com/pages/Tal-Ben-Shahar/116761068372033,,,,
5.73553E+14,YanicGentrySailing,,yanicgentrysailing,Athlete,0,1893,4,yes,https://www.facebook.com/yanicgentrysailing/,,,,
16491263634,IncubadoradeEmpresasITESMGDL,,incubadoradeempresas.gdl,Product/Service,0,1896,3,yes,https://www.facebook.com/incubadoradeempresas.gdl/,,,,
1.43998E+14,FernandoGarcíaRoel,,fernandogarciaroel,PublicFigure,0,1896,2,no,https://www.facebook.com/fernandogarciaroel/,,,,
2.06775E+14,FacultaddeEconomía-UANL,,FAECO.UANL,College&University,0.01,1897,14,yes,https://www.facebook.com/FAECO.UANL/,,,,
2.13691E+14,Rockforestation,,rockforestation,Performance&EventVenue,0,1915,1,yes,https://www.facebook.com/rockforestation/,,,,
2.58227E+14,ForodeCandidatosalaPresidenciadelaRepública,,ForoCandidatos,Community,0,1925,0,yes,https://www.facebook.com/ForoCandidatos/,,,,
